"Component","Version","Latest version","CVE","Matching type","CVSS","CVE publication date","Object compilation date","Object","Object full path","Object SHA1","CVSS3","CVSS vector (v2)","CVSS vector (v3)","Distribution package","Distribution package name","CVSS (Distribution)","CVSS3 (Distribution)","Triage vectors","Unresolving triage vectors","Note type","Note reason","Vulnerability URL","Missing exploit mitigations","BDSA","Version override type","Exploit availability date","Fix date","Worker version","Frontend version","CVE database version","BDSA database version","Component database version","Vulnerabilities updated","Native fingerprint version","Code similarity fingerprint version","Java fingerprint version","Maven fingerprint version","Dotnet fingerprint version","Cocoapods fingerprint version","Golang fingerprint version","Python fingerprint version","Distro-packages fingerprint version"
"jackson-databind","2.18.2","2.18.2","CVE-2018-11307","Historical match","3.7","2019-04-18T14:34:42Z","2024-11-28T01:08:20Z","databind","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jackson-databind-2.18.2.jar:com/fasterxml/jackson/databind","deef8697b92141fb6caf7aa86966cff4eec9b04f","6.5","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-11307","","BDSA-2018-4847","","","2018-05-11","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jackson-databind","2.18.2","2.18.2","CVE-2018-12022","Historical match","3.4","2018-06-15T12:22:09Z","2024-11-28T01:08:20Z","databind","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jackson-databind-2.18.2.jar:com/fasterxml/jackson/databind","deef8697b92141fb6caf7aa86966cff4eec9b04f","6.2","","AV:N/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-12022","","BDSA-2018-1847","","","2018-06-01","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jackson-databind","2.18.2","2.18.2","CVE-2019-12814","Historical match","3.2","2019-06-27T09:15:48Z","2024-11-28T01:08:20Z","databind","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jackson-databind-2.18.2.jar:com/fasterxml/jackson/databind","deef8697b92141fb6caf7aa86966cff4eec9b04f","5.2","","AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-12814","","BDSA-2019-1837","","","2019-06-14","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jackson-databind","2.18.2","2.18.2","CVE-2018-14721","Historical match","3.0","2019-01-04T12:05:48Z","2024-11-28T01:08:20Z","databind","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jackson-databind-2.18.2.jar:com/fasterxml/jackson/databind","deef8697b92141fb6caf7aa86966cff4eec9b04f","7.6","","AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-14721","","BDSA-2018-4532","","","2018-08-16","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jackson-databind","2.18.2","2.18.2","CVE-2021-46877","Historical match","2.0","2023-03-20T11:10:51Z","2024-11-28T01:08:20Z","databind","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jackson-databind-2.18.2.jar:com/fasterxml/jackson/databind","deef8697b92141fb6caf7aa86966cff4eec9b04f","5.3","","AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2021-46877","","BDSA-2021-4830","","2021-11-20","2021-12-04","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jackson-databind","2.18.2","2.18.2","CVE-2023-35116","Historical match","0.0","2023-06-14T14:15:10Z","2024-11-28T01:08:20Z","databind","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jackson-databind-2.18.2.jar:com/fasterxml/jackson/databind","deef8697b92141fb6caf7aa86966cff4eec9b04f","4.7","","AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2023-35116","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jbcrypt","","0.4","CVE-2015-0886","Historical match","2.0","2023-08-01T13:44:49Z","2025-02-18T17:11:14Z","bcrypt","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-crypto-6.4.3.jar:org/springframework/security/crypto/bcrypt","157bf3d0173f12882938e244ba5c1359d72908d9","5.3","","AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-0886","","BDSA-2015-0826","","2022-02-25","2015-02-02","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2009-4611","Historical match","7.5","2010-01-13T20:30:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","7.5","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2009-4611","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2007-5614","Historical match","7.5","2007-12-05T11:46:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","7.5","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2007-5614","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2002-1533","Historical match","5.8","2003-03-31T05:00:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","5.8","AV:N/AC:M/Au:N:/C:P/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2002-1533","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2016-4800","Historical match","5.5","2017-09-06T09:10:38Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","8.5","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-4800","","BDSA-2016-0210","","","2016-05-31","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2018-12538","Historical match","5.0","2018-06-27T11:13:56Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","8.2","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-12538","","BDSA-2018-1987","","2018-06-18","2018-01-10","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2009-4609","Historical match","5.0","2010-01-13T20:30:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","5.0","AV:N/AC:L/Au:N:/C:P/I:N/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2009-4609","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2007-6672","Historical match","5.0","2008-01-08T11:46:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","5.0","AV:N/AC:L/Au:N:/C:P/I:N/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2007-6672","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2007-5615","Historical match","5.0","2007-12-05T11:46:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","5.0","AV:N/AC:L/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2007-5615","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2006-2759","Historical match","5.0","2006-06-02T01:02:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","5.0","AV:N/AC:L/Au:N:/C:P/I:N/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2006-2759","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2006-2758","Historical match","5.0","2006-06-02T01:02:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","5.0","AV:N/AC:L/Au:N:/C:P/I:N/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2006-2758","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2005-3747","Historical match","5.0","2005-11-22T11:03:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","5.0","AV:N/AC:L/Au:N:/C:P/I:N/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2005-3747","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2021-34429","Historical match","4.7","2021-07-16T11:05:28Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","5.7","","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2021-34429","","BDSA-2021-2098","","","2021-06-28","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2009-4612","Historical match","4.3","2010-01-13T20:30:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2009-4612","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2009-4610","Historical match","4.3","2010-01-13T20:30:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2009-4610","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2009-3579","Historical match","4.3","2009-10-07T17:30:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2009-3579","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2009-1524","Historical match","4.3","2009-05-05T17:30:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2009-1524","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2007-5613","Historical match","4.3","2007-12-05T11:46:00Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2007-5613","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2023-44487","Historical match","4.1","2023-10-16T10:28:10Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","7.0","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:F/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2023-44487","","BDSA-2023-2732","","2023-10-10","2023-10-10","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2019-17638","Historical match","4.0","2020-07-10T14:46:30Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","6.9","","AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:L/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-17638","","BDSA-2020-1641","","2020-06-03","2020-06-03","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2021-28169","Historical match","3.9","2021-06-10T14:50:04Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","6.7","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2021-28169","","BDSA-2021-1714","","2021-06-09","2021-05-12","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2021-28165","Historical match","3.9","2021-04-02T10:29:28Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","6.7","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2021-28165","","BDSA-2021-0848","","2021-03-18","2021-03-22","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2015-2080","Historical match","3.9","2019-07-03T14:16:27Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","6.7","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-2080","","BDSA-2015-0760","","2015-02-25","2015-02-23","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2023-40167","Historical match","3.9","2023-09-18T14:39:45Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","4.8","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2023-40167","","BDSA-2023-2470","","2023-09-14","2023-08-18","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2021-28164","Historical match","3.9","2021-04-02T10:55:20Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","4.8","","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2021-28164","","BDSA-2021-0849","","2021-10-22","2021-03-24","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2019-10247","Historical match","3.9","2019-04-23T13:25:35Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","4.8","","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-10247","","BDSA-2019-1169","","2019-04-15","2019-04-17","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"jetty","","12.1.0.alpha0","CVE-2019-10246","Historical match","3.9","2019-04-23T15:12:42Z","1980-02-01T00:00:00Z","jetty","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar:wiremock/org/eclipse/jetty","764f05a0026aeeb15e46422f3705e7088c4e96d0","4.8","","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-10246","","BDSA-2019-1179","","2019-04-14","2019-04-15","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
